iter	Logloss
0	0.6052346259
1	0.5086703154
2	0.4533841186
3	0.4077995628
4	0.3662752959
5	0.3183210876
6	0.2856158859
7	0.2600271775
8	0.2371191013
9	0.2215604256
10	0.2044546209
11	0.1866856909
12	0.1719757501
13	0.1623513157
14	0.149663188
15	0.1376643386
16	0.1287573247
17	0.1169809564
18	0.1045489399
19	0.0991905072
20	0.09465407155
21	0.08738723708
22	0.08111426582
23	0.07658671163
24	0.07262508416
25	0.06815211758
26	0.06368300666
27	0.05995078175
28	0.05786010532
29	0.05497826535
30	0.05297147716
31	0.04968718078
32	0.04768631941
33	0.04604825213
34	0.0445116634
35	0.04135014821
36	0.03958796577
37	0.03809806906
38	0.03678437976
39	0.03493581667
40	0.033729758
41	0.03259981776
42	0.03116707714
43	0.02981817795
44	0.02909712996
45	0.02729500145
46	0.02641792824
47	0.02557391477
48	0.02472562146
49	0.02368721933
50	0.02308562636
51	0.02255638831
52	0.02187230397
53	0.02117340404
54	0.02053680303
55	0.02031088753
56	0.01985939441
57	0.01920805241
58	0.01804202173
59	0.01755710321
60	0.01692241833
61	0.01663831845
62	0.0164015103
63	0.01605320854
64	0.01575008346
65	0.01548176748
66	0.01508011262
67	0.01489571413
68	0.01434322661
69	0.01396405185
70	0.01355201335
71	0.01339203887
72	0.01322775384
73	0.01265119482
74	0.01254611513
75	0.01216576582
76	0.01197677156
77	0.01155768289
78	0.01138164953
79	0.01089459841
80	0.01060348347
81	0.01035514931
82	0.01025027439
83	0.01001780018
84	0.009858482454
85	0.009573280446
86	0.009287698869
87	0.009180440493
88	0.009043098227
89	0.008931430571
90	0.00879404735
91	0.008733886883
92	0.008629981725
93	0.008495866155
94	0.008402280281
95	0.008101425288
96	0.007992819774
97	0.00794279941
98	0.00781088007
99	0.007523112502
100	0.007354613462
101	0.007215384325
102	0.007103780296
103	0.006990622889
104	0.006934941181
105	0.006785987345
106	0.006581629712
107	0.006394188097
108	0.006322211283
109	0.006182911937
110	0.006104277687
111	0.006022128225
112	0.005821521662
113	0.00566408934
114	0.0055925762
115	0.005513838098
116	0.005453333533
117	0.005416333675
118	0.005346116844
119	0.005318653364
120	0.005230714207
121	0.005134543758
122	0.00505473899
123	0.004913215257
124	0.004812415392
125	0.004701869985
126	0.00464384724
127	0.004605946731
128	0.004555504015
129	0.004506461094
130	0.004467014155
131	0.004409795524
132	0.004350178812
133	0.004298188204
134	0.004278921642
135	0.004240817819
136	0.004196752434
137	0.004164788621
138	0.004102586969
139	0.004062112124
140	0.003992016696
141	0.003939257078
142	0.003886388123
143	0.003867649959
144	0.003795531264
145	0.003745742736
146	0.00366960859
147	0.003629749538
148	0.003591761999
149	0.003538346729
150	0.003482200982
151	0.003436149995
152	0.00338393852
153	0.00334862222
154	0.003305952242
155	0.003252264912
156	0.003215604399
157	0.003178584064
158	0.003129229955
159	0.00305362384
160	0.00298647482
161	0.002960242925
162	0.002936438183
163	0.002904685728
164	0.002884914904
165	0.002867321844
166	0.002831462336
167	0.002803288172
168	0.002783316045
169	0.002759041596
170	0.002716642582
171	0.002679471955
172	0.002664973399
173	0.00264514809
174	0.002617176691
175	0.002586292709
176	0.002570335668
177	0.002543255778
178	0.002519850716
179	0.002490708433
180	0.002468984368
181	0.002453150559
182	0.00243834301
183	0.00241955164
184	0.002396768953
185	0.002367277087
186	0.002344152313
187	0.002323172941
188	0.002298583465
189	0.002281421898
190	0.002254791421
191	0.002235576053
192	0.002212762833
193	0.00219972002
194	0.002180558041
195	0.002159465493
196	0.002138682121
197	0.002118934152
198	0.002097269326
199	0.002090191914
200	0.002082408572
201	0.002065778876
202	0.002051423481
203	0.002033333106
204	0.002017326516
205	0.001999798728
206	0.001986019085
207	0.001969559792
208	0.001954831046
209	0.001939375342
210	0.001924953212
211	0.001916239232
212	0.001901617079
213	0.001886998949
214	0.001878579336
215	0.001864001246
216	0.001850141704
217	0.001850122689
218	0.001847135509
219	0.001833286388
220	0.001819850843
221	0.001806356607
222	0.00180629298
223	0.001792965491
224	0.001783552528
225	0.001778201457
226	0.001766053628
227	0.001753643795
228	0.001753606496
229	0.001753555851
230	0.001748127806
231	0.001748127806
232	0.001748161082
233	0.001748108242
234	0.001748116835
235	0.001748125612
236	0.001748109888
237	0.001748108974
238	0.001748106597
239	0.001748096358
240	0.001748118664
241	0.001744188231
242	0.001731953738
243	0.001731940757
244	0.001731912417
245	0.001731912417
246	0.001731931432
247	0.001731913331
248	0.001731901447
249	0.001731889197
250	0.001731855189
251	0.001731861223
252	0.001731813868
253	0.001731796133
254	0.001731796133
255	0.001731795036
256	0.001731787357
257	0.001731740551
258	0.001726745462
259	0.001726761186
260	0.001726739611
261	0.001726738149
262	0.001726724984
263	0.001726713466
264	0.001726713466
265	0.001726658066
266	0.001726531178
267	0.00172650101
268	0.001726462431
269	0.001726464443
270	0.001726456946
271	0.001726456946
272	0.00172645329
273	0.00172645329
274	0.0017264372
275	0.001726437566
276	0.001726422573
277	0.001726422573
278	0.001726405752
279	0.001726407581
280	0.00172637723
281	0.001723467572
282	0.001717396858
283	0.001705406451
284	0.001705426197
285	0.001705416141
286	0.001705441555
287	0.001705416324
288	0.001705383779
289	0.001705392372
290	0.001705363667
291	0.001705367872
292	0.001705388716
293	0.001705341178
294	0.001705362204
295	0.001705343189
296	0.001705336424
297	0.001705323077
298	0.00170532454
299	0.00170532838
300	0.001705329294
301	0.001705329294
302	0.001705329294
303	0.001705319604
304	0.001705289984
305	0.001705288887
306	0.00170529163
307	0.00170527682
308	0.001705238973
309	0.001705236962
310	0.001705224529
311	0.001705221238
312	0.001705211913
313	0.001705214838
314	0.001705215752
315	0.001705213924
316	0.001705174066
317	0.001705185402
318	0.001705170043
319	0.001705177174
320	0.00170516273
321	0.001705161633
322	0.001705126163
323	0.001705125431
324	0.001705081733
325	0.001705055771
326	0.001705039133
327	0.001705028345
328	0.001705020118
329	0.001705018655
330	0.001704816072
331	0.001704764695
332	0.001703350091
333	0.001703144583
334	0.001703116426
335	0.00170312959
336	0.001702933772
337	0.001702927007
338	0.001702886235
339	0.001701457369
340	0.001701418608
341	0.001701418425
342	0.001701395022
343	0.001701393742
344	0.001701386245
345	0.001701343279
346	0.00170130726
347	0.001701270144
348	0.001701266671
349	0.001701266671
350	0.0017012621
351	0.001701263197
352	0.001701234308
353	0.001701241073
354	0.001701202495
355	0.001701193719
356	0.001692903371
357	0.001692733333
358	0.001691275762
359	0.001691253273
360	0.001691224019
361	0.001691214877
362	0.00169118087
363	0.001691167157
364	0.001691142109
365	0.00169110481
366	0.001691139183
367	0.001691091646
368	0.001691104079
369	0.001691062392
370	0.001679855987
371	0.001679832767
372	0.001679796748
373	0.001679791446
374	0.001679783584
375	0.001679768226
376	0.001679717763
377	0.001679712826
378	0.00167837611
379	0.001678366054
380	0.001678347588
381	0.001678326013
382	0.001678326013
383	0.001678328573
384	0.001678337349
385	0.00167832583
386	0.001678304255
387	0.001678149576
388	0.00167813952
389	0.001678135497
390	0.001678113191
391	0.001676628926
392	0.001675199877
393	0.001675185616
394	0.00167517428
395	0.001675168795
396	0.001675156362
397	0.001675158922
398	0.001675166601
399	0.001675130399
400	0.001675118149
401	0.00167511687
402	0.001675112116
403	0.001675073903
404	0.001675073903
405	0.001675054705
406	0.001675074817
407	0.001675037701
408	0.001675075549
409	0.001675075549
410	0.001675010093
411	0.001675038433
412	0.001675028011
413	0.001675026731
414	0.001675006436
415	0.001667006615
416	0.00166702563
417	0.001667005884
418	0.001666847182
419	0.001666808787
420	0.001666823048
421	0.001666795074
